80041909697|08151||100|
80041932296|08187||100|
80041932396|08132| |100|
80041932477|08151||100|
80041932544|08130| |100|
80041932671|08187||100|
80041932687|08132| |100|
80041932697|08151||100|
80041932833|08159| |100|
80041932941|08206||100|
80041932974|08174| |100|
80041933097|08156||100|
80041933456|08208| |100|
80041933665|08151||100|
80041933680|08128| |100|
80041933681|08156| |100|
80041933713|08191| |100|
80041933765|08180||100|
80041933794|08151||100|
80041933855|08151| |100|
80041933857|08156| |100|
80041933927|08206| |100|
80041934097|08162| |100|
80041963522|08167||100|
80041963555|08187||100|
80041963582|08108||100|
80041993030|08216| |100|
80041993170|08213||100|
80041993268|08206||100|
80041993748|08108||100|
80041993878|08206||100|
80042029626|08167||100|
80042029764|08189| |100|
80042029773|08189| |100|
80042057613|08197||100|
80042057660|08152||100|
80042115948|08191||100|
80042129090|08200||100|
80042141628|08207||100|
80042153489|08156| |100|
80042170464|08162| |100|
80042206087|08180||100|
80042221003|08156| |100|
80042221260|08174| |100|
80042241915|08176||100|
80042476693|08187| |100|
80042519570|08167||100|
80042519571|08167||100|
80042519619|08167| |100|
80042584531|08167||100|
80042605038|08168| |100|
80042668193|08173||100|
80042668206|08204||100|
80042673090|08201| |100|
80042705516|08174| |100|
80042705611|08175||100|
80042743490|08176| |100|
80042778432|08175||100|
80042791200|08183| |100|
80042791245|08180||100|
80042791261|08180||100|
80042928624|08157||100|
80043852656|08179| |100|
80044656076|08204||100|
80045080850|08128| |100|
80045153589|08151||100|
80045600597|08130| |100|
80045774303|08204||100|
80049806259|08159||100|
80049990304|08151||100|
80050017364|08208| |100|
80050060139|08128| |100|
80050290647|08206||100|
80050615360|08108||100|
80050846866|08187| |100|
80051083178|08208||100|
80051405281|08175| |100|
80051515360|08189||100|
80053620757|08162||100|
80053622259|08108||100|
80053795178|08128| |100|
80053959470|08108||100|
80054662984|08157| |100|
80055038180|08207||100|
80055106445|08186||100|
80055323089|08207||100|
80056673043|08196||100|
80056804116|08151||100|
80056825425|08108||100|
80056935124|08201| |100|
80057486891|08157||100|
80057820901|08151||100|
80057944015|08157| |100|
80059934431|08206| |100|
80063220284|08151||100|
80063306340|08180||100|
80063492478|08209||100|
80063697893|08132| |100|
80063733886|08195||100|
80063798386|08173||100|
80063804479|08151||100|
80064066972|08173||100|
80064123602|08108||100|
80064182361|08167||100|
80064253024|08195||100|
80064353659|08196||100|
80064368668|08206||100|
80064373806|08151||100|
80064500826|08187| |100|
80064895780|08193||100|
80065015111|08185||100|
80065017381|08167||100|
80065293384|08108||100|
80065306842|08194||100|
80065310802|08204||100|
80065453343|08193||100|
80065564762|08128| |100|
80065565156|08128| |100|
80065763398|08157||100|
80065779826|08208| |100|
80066852746|08108| |100|
80066023284|08206||100|
80066023584|08189||100|
80066155293|08108||100|
80066158690|08108||100|
80066350655|08108||100|
80066362844|08108||100|
80066364248|08108||100|
80066406232|08108| |100|
80068005642|08108| |100|
80066481685|08108||100|
80066487618|08108||100|
80066524638|08175||100|
80066854475|08108| |100|
80066558302|08108| |100|
80066587274|08108||100|
80066705031|08108||100|
80066707435|08108||100|
80066707603|08108| |100|
80066769693|08108| |100|
80065905032|08108| |100|
80066787954|08108||100|
80066852185|08108||100|
80067946480|08208| |100|
80066853203|08108||100|
80069080541|08130| |90|
80066941223|08180||100|
80066946304|08108||100|
80066959808|08197||100|
80066979649|08108||100|
80066980847|08108||100|
80070902286|08151| |100|
80067006346|08213||100|
80067010307|08108||100|
80067043904|08108||100|
80041932992|08191| |100|
80067223031|08187||100|
80067234244|08108||100|
80067562040|08108||100|
80068673134|08191| |100|
80068683345|08192| |100|
80067938465|08108||100|
80067938717|08108||100|
80068534165|08208| |100|
80068178792|08168| |100|
80068032196|08108||100|
80068071009|08108||100|
80068073988|08108||100|
80042491331|08156| |100|
80068273174|08204| |100|
80042221185|08130| |90|
80042476694|08187| |100|
80068518153|08216| |100|
80046292012|08130| |90|
80068102406|08108| |100|
80068268202|08187| |100|
80066986975|08151| |100|
80049635485|08201| |100|
80068540544|08108| |100|
80068359375|08207| |100|
80069028950|08167| |100|
80068392607|08180| |100|
80050760375|08206| |100|
80068473412|08151| |100|
80069060894|08216| |100|
80069211977|08187| |100|
80067509091|08128| |100|
80041932834|08151| |100|
80042129104|08156| |100|
80069375203|08180| |100|
80042297693|08156| |100|
80069438493|08188| |100|
80046292012|08208| |10|
80041933726|08151| |100|
80069795981|08208| |100|
80042221135|08130| |90|
80068085482|08175| |100|
80054909948|08180| |100|
80069890785|08108| |100|
80067044061|08108| |100|
80069356740|08189| |100|
80069777334|08192| |100|
80044503471|08180| |100|
80067649971|08174| |100|
80066420201|08108| |100|
80066769677|08108| |100|
80066536315|08108| |100|
80067859197|08108| |100|
80041933071|08192| |100|
80069995331|08108| |100|
80042221185|08156| |10|
80042221135|08156| |10|
80041932832|08151||100|
80042727786|08176||100|
80042519478|08167| |100|
80070277774|08216| |100|
80070337496|08213| |100|
80063898227|08212| |100|
80054795230|08156| |100|
80070592502|08108| |100|
80070512645|08108| |100|
80060124109|08187| |100|
80069080541|08211| |10|
80069450540|08132|林绮玲|100|
80042297753|08164|韩如冰|100|
80070825515|08108| |100|
80042584511|08202| |100|
80071096882|08151| |100|
80071105005|08151| |100|
80070582237|08180| |100|
80042163157|08191| |100|
80071494279|08108| |100|
80071591713|08206| |100|
80071618967|08197| |100|
80071766481|08151| |100|
80068376572|08156| |100|
80041932867|08151| |100|
80042705576|08174| |100|
80045398727|08197| |100|
