08199|USD|0.00|0.00|0.00|2016-06-21
08111|AUD|49131.54|36687.01|240872.28|2016-06-21
08111|CAD|24827.49|19401.11|127379.92|2016-06-21
08111|EUR|0.00|0.00|0.00|2016-06-21
08111|HKD|23939797.10|3084954.07|20254504.73|2016-06-21
08111|USD|556956.52|556956.52|3656753.72|2016-06-21
08167|AUD|5620.11|4196.59|27553.15|2016-06-21
08167|EUR|1543.36|1748.73|11481.51|2016-06-21
08167|HKD|2917441.03|375950.20|2468330.15|2016-06-21
08167|USD|49831.41|49831.41|327173.10|2016-06-21
08200|HKD|2741176.36|353236.20|2319199.67|2016-06-21
08202|HKD|919675.72|118512.17|778100.83|2016-06-21
08168|HKD|1407182.21|181333.72|1190560.58|2016-06-21
08168|USD|7580.13|7580.13|49768.10|2016-06-21
08169|HKD|1993896.77|256939.51|1686956.30|2016-06-21
08169|USD|2.89|2.89|18.97|2016-06-21
08170|HKD|504763.37|65045.32|427060.09|2016-06-21
08170|USD|3686.04|3686.04|24201.06|2016-06-21
08171|HKD|110738.48|14270.09|93691.39|2016-06-21
08171|USD|41.68|41.68|273.65|2016-06-21
08172|CAD|6046.67|4725.09|31023.04|2016-06-21
08172|HKD|3946909.43|508610.58|3339322.19|2016-06-21
08172|USD|1489.65|1489.65|9780.44|2016-06-21
08173|HKD|1133800.70|146104.95|959263.42|2016-06-21
08173|USD|13399.97|13399.97|87978.84|2016-06-21
08201|HKD|78676.41|10138.47|66564.96|2016-06-21
08201|USD|1398.84|1398.84|9184.22|2016-06-21
08112|AUD|5620.11|4196.59|27553.15|2016-06-21
08112|CAD|6046.67|4725.09|31023.04|2016-06-21
08112|EUR|1543.36|1748.73|11481.51|2016-06-21
08112|HKD|12016206.46|1548444.41|10166431.63|2016-06-21
08112|USD|78340.65|78340.65|514353.37|2016-06-21
08174|AUD|14326.55|10697.77|70237.34|2016-06-21
08174|CAD|15030.86|11745.67|77117.33|2016-06-21
08174|HKD|736316.65|94883.97|622968.06|2016-06-21
08174|USD|70289.09|70289.09|461490.04|2016-06-21
08175|HKD|497932.05|64165.01|421280.39|2016-06-21
08175|USD|5699.49|5699.49|37420.57|2016-06-21
08176|HKD|3398623.15|437956.77|2875439.10|2016-06-21
08176|USD|27804.19|27804.19|182551.18|2016-06-21
08177|HKD|1115769.28|143781.37|944007.75|2016-06-21
08177|USD|8717.11|8717.11|57233.05|2016-06-21
08178|HKD|1121865.64|144566.97|949165.64|2016-06-21
08178|USD|51877.98|51877.98|340610.06|2016-06-21
